"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"53861","Central America","June 14, 2020","2020","Jun","1","","1","","","1","","Hit by train","Former train station at Guayulera, Saltillo, Coahuila, Mexico","El Siglo de Torreon, El Demócrata","25.421312678410, -101.015772732730","","https://archive.ph/soX9B, https://archive.vn/ppsU9","Central America","3"
"53854","Mediterranean","June 13, 2020","2020","Jun","6","6","12","20","1","10","2","Presumed drowning","Off the coast of Surman, Alazzawaya, Libya","IOM Libya","32.799121421180, 12.571950861963","Central Mediterranean","https://archive.vn/tH0Qv, https://archive.vn/rLaCK, https://archive.vn/QbAKG","Uncategorized","4"
"53982","US-Mexico Border","June 12, 2020","2020","Jun","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.901375000000, -111.779040100000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53855","Sub-Saharan Africa","June 12, 2020","2020","Jun","1","","1","","","1","","Sickness and lack of access to medicines","Niamey, Niger","IOM Niger","13.511596300000, 2.125385400000","","","Western Africa","4"
"53853","US-Mexico Border","June 11, 2020","2020","Jun","1","","1","","","1","","Drowning","Río Bravo, under international bridge #1 at Piedras Negras, Coahuila, Mexico","La Voz, K911, Zócalo","28.705232104034, -100.511808511950","Central America to US","https://archive.vn/gY3Pm, https://archive.vn/1hXgC, https://archive.vn/rcfhe","Central America","3"
"53858","US-Mexico Border","June 11, 2020","2020","Jun","1","","1","","","1","","Presumed drowning","Río Bravo, at International Bridge Solidaridad in Colombia, Nuevo León, Mexico","El Mercurio","27.699534393525, -99.746543544336","","https://archive.ph/MQWLu","Central America","1"
"53981","US-Mexico Border","June 11, 2020","2020","Jun","1","","1","","1","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53856","Europe","June 11, 2020","2020","Jun","1","","1","","","1","","Hit by train","On the railway Veles-Gradsko, near Zgropolci, North Macedonia","Ministry of Interior","41.648970100000, 21.866546800000","","https://archive.ph/wXE1Z","Southern Europe","5"
"53980","US-Mexico Border","June 11, 2020","2020","Jun","1","","1","","1","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.057499000000, -111.666072500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54744","US-Mexico Border","June 11, 2020","2020","Jun","1","","1","","","1","","Presumed drowning","Rio Bravo in Tamaulipas, Mexico","Instituto Nacional de Migración (Grupos Beta)","26.133542241340, -98.356468798328","","","Central America","5"
"54672","US-Mexico Border","June 10, 2020","2020","Jun","1","","1","","","1","","Drowning","All American Canal, near Calexico, Imperial County, California, USA","Imperial County Coroner's Office","32.669737700000, -115.428481300000","","","Northern America","5"
"53979","US-Mexico Border","June 10, 2020","2020","Jun","1","","1","","","1","","Unknown (partial skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.904854400000, -111.777018400000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53977","US-Mexico Border","June 09, 2020","2020","Jun","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.814153400000, -112.182635300000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53857","Mediterranean","June 09, 2020","2020","Jun","53","8","61","","23","18","4","Drowning","Off the coast of Graten, Kerkennah, Tunisia","IOM Tunisia, Webdo, Reuters, AkhbarLibya, AlManar","34.720572300000, 11.140718400000","Central Mediterranean","https://archive.ph/QhE93, https://archive.ph/piWFE, https://archive.ph/LTgEb, https://archive.ph/yaSJA, https://archive.ph/v6k1n, https://archive.ph/7XkjR","Uncategorized","4"
"54143","Europe","June 09, 2020","2020","Jun","2","","2","","","","","Presumed drowning","Bodies found in the Mrežnica River in the village of Svojić in the Barilović municipality, Croatia","Jutarnji, RTL","45.294630187037, 15.395826089258","Western Balkans","https://archive.vn/Vc8EU, https://archive.vn/f4mSM","Southern Europe","3"
"53976","US-Mexico Border","June 08, 2020","2020","Jun","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.742197600000, -111.965649700000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54671","US-Mexico Border","June 08, 2020","2020","Jun","1","","1","","","1","","Hyperthermia","Desert near Ocotillo, Imperial County, California, USA","Imperial County Coroner's Office","32.644379000000, -115.999345900000","","","Northern America","5"
"53842","Southeast Asia","June 08, 2020","2020","Jun","31","","31","269","1","","","Unknown","Off the coast of Langkawi, Malaysia, Andaman Sea","AFP, UNHCR","5.983160044664, 99.932308968750","","https://archive.vn/8GO61, https://archive.vn/mt2fM, https://archive.vn/cuC0P, https://archive.vn/8BtPj","Uncategorized","4"
"54670","US-Mexico Border","June 07, 2020","2020","Jun","1","","1","","","1","","Drowning","All American Canal, near Calexico, Imperial County, California, USA","Imperial County Coroner's Office","32.656634100000, -115.620755100000","","","Northern America","5"
"53841","US-Mexico Border","June 07, 2020","2020","Jun","1","","1","","","1","","Presumed exposure","West of Hebbronville, Jim Hogg County, Texas, USA","U.S. Customs and Border Protection","27.306705700000, -98.678351600000","Central America to US","https://archive.ph/sWJTi","Northern America","5"
"53867","Central America","June 06, 2020","2020","Jun","1","","1","","","1","","Fell from train","Escuinapa, Sinaloa, Mexico","Entre veredas","22.831774400000, -105.779132700000","","https://archive.vn/64n0Q","Central America","1"
"53852","US-Mexico Border","June 06, 2020","2020","Jun","1","","1","","1","","","Dehydration","Fronton, Starr County, Texas, USA","Telemundo 40","26.407005800000, -99.083919600000","","https://archive.ph/XjjXF","Northern America","1"
"53884","Europe","June 06, 2020","2020","Jun","1","","1","","","1","","Drowning","Kolpa River, near Breg near Sinji Vrh, Municipality of Črnomelj, Slovenia (at the border with Croatia)","Slovenia Police via IOM Slovenia","45.445497070921, 15.131919087036","Western Balkans","","Southern Europe","5"
"53838","South Asia","June 05, 2020","2020","Jun","3","","3","4","","","","Car fire during pursuit","8 km past road checkpoint in Yazd province, Iran","BBC, Al Jazeera, Tolo News, Fars News","31.897423200000, 54.356856200000","","https://archive.vn/lXNYS, https://archive.ph/JSbkG, https://archive.ph/tRi31, https://archive.ph/VzXuL","Southern Asia","3"
"53840","US-Mexico Border","June 05, 2020","2020","Jun","1","","1","","","","","Unknown (presumed exposure)","Rio Grande City, Starr County, Texas, USA","U.S. Customs and Border Protection","26.379787400000, -98.820304600000","","https://archive.vn/IRCEX","Northern America","5"
"53832","Europe","June 05, 2020","2020","Jun","1","","1","","","","","Presumed drowning","Evros/Meriç river, Edirne, Greece-Turkey border","Hurriyet Daily News","41.654142800000, 26.490695900000","Western Balkans","https://archive.ph/utsir","Western Asia","1"
"53837","US-Mexico Border","June 04, 2020","2020","Jun","1","","1","","","1","","Presumed drowning","In a canal close to the Mexico-US border, San Elizario, El Paso County, USA","KFOX14","31.582409269069, -106.285975226030","","https://archive.ph/0L5Tx","Northern America","1"
"53975","US-Mexico Border","June 02, 2020","2020","Jun","1","","1","","","1","","Blunt force injuries of the head, trunk, and left lower extremity","Arizona State Route 80 Eastbound Milepost 399, Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.443001700000, -109.827425500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53839","US-Mexico Border","June 02, 2020","2020","Jun","1","","1","","","1","","Vehicle accident (during chase by CBP)","State Route 800 around mile marker 400 (north of Douglas), Cochise County, Arizona","U.S. Customs and Border Protection; Tucson Sentinel","31.362578179650, -109.542941440720","","https://archive.ph/NGofZ, https://archive.vn/nIzjb","Northern America","5"
"54743","US-Mexico Border","June 01, 2020","2020","Jun","1","","1","","","1","","Unknown","In a hospital in Chiapas, Mexico","Instituto Nacional de Migración (Grupos Beta)","16.756931800000, -93.129235300000","","","Central America","5"
"53828","South Asia","June 01, 2020","2020","Jun","12","","12","21","","","","Vehicle Accident","Agaiya in Rapti Sonari Rural Municipality, Banke District, Nepal","The New Indian Express; The Himalayan Times","28.045771400000, 81.958866000000","","https://archive.ph/djo9r, https://archive.vn/k1tDb","South Asia","3"
"54317","North Africa","June 01, 2020","2020","Jun","4","","4","11","1","3","","Vehicle  accident","Microbus rollover on Marsa Alam - Shalateen Road; Red Sea Governorate Border Area, Egypt.","Eqtsad (Syrian), Al Ahram, Al Masry Al Youm","24.652056262356, 34.506817136523","","https://archive.vn/hL3aP, https://archive.vn/S7QPY, https://archive.vn/Ukcwh","Northern Africa","3"
"54195","South America","June 01, 2020","2020","Jun","1","","1","","","1","","Presumed COVID-19","Providencia Commune, Jorge Alessandri High School (used as temporary shelter), Santiago, Chile.","Radio Agricultura","-33.446506000000, -70.630960000000","","https://archive.ph/2UbgN","South America","1"
"53836","Europe","May 31, 2020","2020","May","1","","1","","","1","","Presumed drowning","In the Drina River in Donji Šepak, Bosnia and Herzegovina","Banjaluka","44.533068100000, 19.171602200000","Western Balkans","https://archive.ph/QDB2y","Southern Europe","1"
"54669","US-Mexico Border","May 30, 2020","2020","May","1","","1","","","1","","Hyperthermia","Desert near Ocotillo, Imperial County, California, USA","Imperial County Coroner's Office","32.682329700000, -115.980153600000","","","Northern America","5"
"53974","US-Mexico Border","May 29, 2020","2020","May","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.910952100000, -111.389991000000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54742","US-Mexico Border","May 28, 2020","2020","May","1","","1","","","1","","Presumed drowning","Rio Bravo in Tamaulipas, Mexico","Instituto Nacional de Migración (Grupos Beta)","26.039351601944, -98.046880968945","","","Central America","5"
"53835","Europe","May 28, 2020","2020","May","3","","3","","","2","","Injuries (inflicted with a cold weapon)","Settlement of Crnaja, Bosnia and Herzegovina (near border with Croatia)","24 SATA, Sarajevo Times, Hina, The Hour","45.040120891576, 15.760500005469","Western Balkans","https://archive.ph/Ed2GU, https://archive.ph/BscCm, https://archive.ph/EAbEr, https://archive.ph/jvjCD","Southern Europe","3"
"53834","Mediterranean","May 28, 2020","2020","May","","1","1","211","","","","Presumed drowning","Unspecified location off the coast of Libya","IOM Libya","32.955515074856, 13.372129828125","Central Mediterranean","","Uncategorized","4"
"53827","US-Mexico Border","May 27, 2020","2020","May","1","","1","","","1","","Drowning","Río Bravo, near Rincón San Nicolás Ranch, Piedras Negras, Mexico","K911 Noticias, Zócalo","28.710439529605, -100.510134813530","","https://archive.ph/9Fj9I, https://archive.vn/z673d","Central America","3"
"53826","North Africa","May 27, 2020","2020","May","30","","30","12","","","","Shot","Smuggling warehouse in Mezda, Libya, near Gharyan","IOM Libya, Libyan Government of National Accord","32.171795200000, 13.018412300000","","https://archive.ph/4liLI","Northern Africa","4"
"53973","US-Mexico Border","May 27, 2020","2020","May","1","","1","","","1","","Probable hyperthermia","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.950832500000, -111.720338500000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"54474","Europe","May 25, 2020","2020","May","","1","1","","","1","","Unknown (decomposed remains)","Remains recovered in the Port of Calais, France","La Voix du Nord","50.966269000000, 1.862349000000","English Channel to the UK","https://archive.vn/Jowu7","Western Europe","1"
"53824","Mediterranean","May 25, 2020","2020","May","2","","2","55","","2","","Presumed drowning","Unspecified location off the coast of Libya - survivors disembarked in Tripoli, Libya","IOM Libya, Alarm Phone, UNHCR","34.183103940876, 13.529167889844","Central Mediterranean","https://archive.ph/DJKUi, https://archive.vn/RA47F","Uncategorized","4"
"53972","US-Mexico Border","May 24, 2020","2020","May","1","","1","","1","","","Unknown (decomposed remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.420363200000, -110.956055600000","","https://humaneborders.info/app/mapa.asp","Northern America","5"
"53823","South America","May 23, 2020","2020","May","1","","1","","","1","","Drowning","Río Suárez, Puente La Libertad, Barbosa, Santander, Colombia","Vanguardia, El Regional","5.929956052403, -73.608876917938","","https://archive.ph/DJKUi, https://archive.vn/RA47F","South America","3"
"53822","Mediterranean","May 23, 2020","2020","May","1","6","7","13","","","","Presumed drowning","Off the coast of Thyna, Ras Tabia, Sfax, Tunisia","La Presse de Tunisie, InfoMigrants, AP","34.594206510234, 10.914224297852","Central Mediterranean","https://archive.vn/AksI6, https://archive.vn/7RSl1, https://archive.vn/fSFT7","Uncategorized","3"
"53847","Sub-Saharan Africa","May 22, 2020","2020","May","1","","1","","","1","","Unknown","Madama, Niger","IOM Niger","21.935449900000, 13.626142400000","","","Western Africa","4"
